case_id,child_id,episode_id,note_date,note_type,note_text,author
,158,49,2025-05-25,review,Monthly visit conducted. Child is adjusting well to school.,J. Smith
,158,49,2025-03-09,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
,158,49,2025-01-07,court,Child expressed desire to maintain contact with siblings.,M. Johnson
,158,49,2025-02-10,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
,158,49,2025-08-17,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
69.0,354,50,2025-04-07,court,Monthly visit conducted. Child is adjusting well to school.,A. Williams
234.0,354,50,2025-07-28,review,Child expressed desire to maintain contact with siblings.,A. Williams
69.0,354,50,2025-05-08,review,Educational needs assessment conducted. IEP recommended.,J. Smith
113.0,315,51,2024-12-23,review,Child expressed desire to maintain contact with siblings.,K. Brown
113.0,315,51,2025-06-20,review,Medical examination completed. All immunizations up to date.,M. Johnson
113.0,315,51,2025-05-04,service,Therapeutic services initiated. Child responding well to counseling.,A. Williams
113.0,315,51,2025-08-12,assessment,Monthly visit conducted. Child is adjusting well to school.,A. Williams
113.0,315,51,2025-08-09,visit,Safety concerns noted during home visit. Follow-up required.,R. Davis
178.0,79,52,2025-01-25,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
178.0,79,52,2023-05-22,visit,Parent-child visit supervised. Positive interaction observed.,K. Brown
178.0,79,52,2024-04-19,service,Monthly visit conducted. Child is adjusting well to school.,A. Williams
269.0,79,52,2023-10-21,court,Educational needs assessment conducted. IEP recommended.,M. Johnson
101.0,79,52,2024-08-19,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
274.0,79,52,2024-04-19,review,Medical examination completed. All immunizations up to date.,M. Johnson
52.0,468,53,2023-05-24,court,Child expressed desire to maintain contact with siblings.,M. Johnson
171.0,468,53,2024-02-03,review,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
52.0,468,53,2023-10-11,visit,Parent-child visit supervised. Positive interaction observed.,J. Smith
171.0,468,53,2024-05-19,assessment,Therapeutic services initiated. Child responding well to counseling.,J. Smith
248.0,468,53,2023-10-18,review,Educational needs assessment conducted. IEP recommended.,A. Williams
52.0,468,53,2023-07-02,review,Monthly visit conducted. Child is adjusting well to school.,A. Williams
52.0,468,53,2023-09-25,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
248.0,468,53,2023-09-25,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
171.0,468,53,2023-07-06,visit,Initial assessment completed. Child appears safe in current placement.,K. Brown
165.0,448,54,2025-06-12,assessment,Child expressed desire to maintain contact with siblings.,M. Johnson
165.0,448,54,2025-09-23,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
165.0,448,54,2025-09-03,visit,Initial assessment completed. Child appears safe in current placement.,M. Johnson
106.0,448,54,2025-05-22,visit,Initial assessment completed. Child appears safe in current placement.,J. Smith
165.0,448,54,2025-09-18,assessment,Monthly visit conducted. Child is adjusting well to school.,R. Davis
165.0,448,54,2025-05-19,assessment,Case review meeting held with team. Progress toward goals noted.,K. Brown
165.0,448,54,2025-08-02,visit,Parent-child visit supervised. Positive interaction observed.,A. Williams
106.0,448,54,2025-08-28,assessment,Parent-child visit supervised. Positive interaction observed.,A. Williams
165.0,448,54,2025-10-04,review,Therapeutic services initiated. Child responding well to counseling.,J. Smith
,40,55,2023-08-24,review,Case review meeting held with team. Progress toward goals noted.,K. Brown
,40,55,2024-04-26,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
,40,55,2022-12-30,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
,40,55,2025-02-27,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
,104,56,2024-06-07,visit,Court hearing scheduled for next month regarding permanency.,A. Williams
,104,56,2022-12-28,assessment,Initial assessment completed. Child appears safe in current placement.,R. Davis
,104,56,2024-07-14,service,Case review meeting held with team. Progress toward goals noted.,J. Smith
,104,56,2025-04-19,assessment,Educational needs assessment conducted. IEP recommended.,J. Smith
,104,56,2022-10-24,visit,Case review meeting held with team. Progress toward goals noted.,A. Williams
,104,56,2023-11-03,review,Medical examination completed. All immunizations up to date.,M. Johnson
,104,56,2023-05-20,visit,Monthly visit conducted. Child is adjusting well to school.,A. Williams
,104,56,2024-06-10,service,Educational needs assessment conducted. IEP recommended.,A. Williams
,104,56,2025-08-14,court,Educational needs assessment conducted. IEP recommended.,A. Williams
71.0,438,57,2025-06-04,court,Therapeutic services initiated. Child responding well to counseling.,A. Williams
71.0,438,57,2025-10-03,visit,Therapeutic services initiated. Child responding well to counseling.,R. Davis
71.0,438,57,2022-12-20,service,Parent-child visit supervised. Positive interaction observed.,M. Johnson
71.0,438,57,2024-11-08,visit,Parent-child visit supervised. Positive interaction observed.,R. Davis
71.0,438,57,2025-04-08,assessment,Monthly visit conducted. Child is adjusting well to school.,M. Johnson
71.0,438,57,2024-12-20,court,Medical examination completed. All immunizations up to date.,K. Brown
71.0,438,57,2025-10-22,court,Safety concerns noted during home visit. Follow-up required.,A. Williams
71.0,438,57,2025-01-16,court,Therapeutic services initiated. Child responding well to counseling.,M. Johnson
262.0,368,58,2025-09-30,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
262.0,368,58,2025-01-18,court,Monthly visit conducted. Child is adjusting well to school.,J. Smith
262.0,368,58,2025-04-18,service,Court hearing scheduled for next month regarding permanency.,R. Davis
253.0,415,59,2025-11-06,assessment,Therapeutic services initiated. Child responding well to counseling.,K. Brown
179.0,415,59,2025-08-29,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
179.0,415,59,2025-06-27,court,Case review meeting held with team. Progress toward goals noted.,J. Smith
183.0,415,59,2025-06-30,court,Initial assessment completed. Child appears safe in current placement.,K. Brown
253.0,415,59,2025-09-15,visit,Initial assessment completed. Child appears safe in current placement.,A. Williams
183.0,415,59,2025-07-22,court,Medical examination completed. All immunizations up to date.,R. Davis
179.0,415,59,2025-07-26,court,Court hearing scheduled for next month regarding permanency.,M. Johnson
37.0,234,60,2023-01-23,assessment,Initial assessment completed. Child appears safe in current placement.,K. Brown
13.0,234,60,2024-08-06,service,Child expressed desire to maintain contact with siblings.,K. Brown
37.0,234,60,2023-02-27,court,Case review meeting held with team. Progress toward goals noted.,A. Williams
37.0,234,60,2023-07-31,court,Case review meeting held with team. Progress toward goals noted.,M. Johnson
37.0,234,60,2023-09-23,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
37.0,234,60,2023-09-23,court,Monthly visit conducted. Child is adjusting well to school.,A. Williams
37.0,234,60,2025-10-14,review,Court hearing scheduled for next month regarding permanency.,K. Brown
13.0,234,60,2025-01-21,assessment,Medical examination completed. All immunizations up to date.,K. Brown
37.0,234,60,2024-05-13,service,Safety concerns noted during home visit. Follow-up required.,K. Brown
55.0,371,61,2025-10-17,service,Initial assessment completed. Child appears safe in current placement.,R. Davis
55.0,371,61,2025-08-28,visit,Court hearing scheduled for next month regarding permanency.,R. Davis
55.0,371,61,2025-10-02,review,Medical examination completed. All immunizations up to date.,A. Williams
55.0,371,61,2025-09-10,visit,Child expressed desire to maintain contact with siblings.,M. Johnson
55.0,371,61,2025-10-15,service,Medical examination completed. All immunizations up to date.,K. Brown
55.0,371,61,2025-08-31,visit,Therapeutic services initiated. Child responding well to counseling.,J. Smith
55.0,371,61,2025-10-06,court,Case review meeting held with team. Progress toward goals noted.,K. Brown
55.0,371,61,2025-10-06,visit,Case review meeting held with team. Progress toward goals noted.,R. Davis
55.0,371,61,2025-08-31,review,Court hearing scheduled for next month regarding permanency.,R. Davis
55.0,371,61,2025-10-27,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
147.0,297,62,2025-05-13,review,Parent-child visit supervised. Positive interaction observed.,J. Smith
48.0,297,62,2025-05-29,assessment,Case review meeting held with team. Progress toward goals noted.,J. Smith
48.0,297,62,2025-09-22,assessment,Parent-child visit supervised. Positive interaction observed.,J. Smith
48.0,297,62,2025-09-10,review,Educational needs assessment conducted. IEP recommended.,K. Brown
48.0,297,62,2025-05-26,court,Child expressed desire to maintain contact with siblings.,K. Brown
48.0,297,62,2025-06-28,review,Therapeutic services initiated. Child responding well to counseling.,R. Davis
147.0,297,62,2025-11-02,review,Monthly visit conducted. Child is adjusting well to school.,K. Brown
255.0,278,63,2025-11-16,assessment,Court hearing scheduled for next month regarding permanency.,M. Johnson
255.0,278,63,2025-07-20,service,Educational needs assessment conducted. IEP recommended.,A. Williams
255.0,278,63,2025-08-20,review,Educational needs assessment conducted. IEP recommended.,A. Williams
255.0,278,63,2025-11-24,service,Child expressed desire to maintain contact with siblings.,J. Smith
255.0,278,63,2025-10-03,service,Court hearing scheduled for next month regarding permanency.,J. Smith
296.0,147,64,2024-10-04,review,Child expressed desire to maintain contact with siblings.,J. Smith
296.0,147,64,2025-02-07,visit,Case review meeting held with team. Progress toward goals noted.,K. Brown
296.0,147,64,2023-08-06,assessment,Educational needs assessment conducted. IEP recommended.,K. Brown
296.0,147,64,2024-04-02,assessment,Safety concerns noted during home visit. Follow-up required.,R. Davis
296.0,147,64,2024-11-20,court,Medical examination completed. All immunizations up to date.,K. Brown
296.0,147,64,2024-11-30,assessment,Court hearing scheduled for next month regarding permanency.,A. Williams
296.0,147,64,2025-04-25,service,Court hearing scheduled for next month regarding permanency.,A. Williams
193.0,192,65,2024-09-23,service,Child expressed desire to maintain contact with siblings.,K. Brown
193.0,192,65,2025-04-28,review,Medical examination completed. All immunizations up to date.,R. Davis
193.0,192,65,2024-05-08,court,Case review meeting held with team. Progress toward goals noted.,R. Davis
194.0,192,65,2024-08-07,visit,Initial assessment completed. Child appears safe in current placement.,J. Smith
193.0,192,65,2025-09-05,assessment,Monthly visit conducted. Child is adjusting well to school.,J. Smith
194.0,192,65,2025-01-09,court,Parent-child visit supervised. Positive interaction observed.,M. Johnson
193.0,192,65,2023-12-02,service,Child expressed desire to maintain contact with siblings.,J. Smith
276.0,42,66,2022-04-17,visit,Monthly visit conducted. Child is adjusting well to school.,K. Brown
276.0,42,66,2022-06-19,assessment,Safety concerns noted during home visit. Follow-up required.,J. Smith
276.0,42,66,2022-07-28,assessment,Case review meeting held with team. Progress toward goals noted.,R. Davis
3.0,61,67,2025-04-26,service,Educational needs assessment conducted. IEP recommended.,A. Williams
3.0,61,67,2025-05-26,assessment,Child expressed desire to maintain contact with siblings.,R. Davis
3.0,61,67,2027-01-14,visit,Case review meeting held with team. Progress toward goals noted.,J. Smith
